UserName,ScreenName,Location,TweetAt,OriginalTweet,Sentiment,month,text,label
39469,84421,"Lancs, U.K. ",09-04-2020,"Video shows a cough can spread germs across two shopping aisles https://t.co/3N1r1ivxUo via @MailOnline 
#cronovirus 
#StayHomeSaveLives",Neutral,9,"Video shows a cough can spread germs across two shopping aisles url via  
cronovirus 
StayHomeSaveLives",1
39475,84427,Atlanta,09-04-2020,"#Farmers Dump Milk, Break Eggs as #Coronavirus Destroys Demand https://t.co/36MQFWVEnD via @WSJ",Extremely Negative,9,"Farmers Dump Milk, Break Eggs as Coronavirus Destroys Demand url via",0
39435,84387,TO - NY - Worldwide,09-04-2020,BLOG How consumers are shopping online during the pandemic,Neutral,9,BLOG How consumers are shopping online during the pandemic,1
39433,84385,"New York, NY",09-04-2020, Everybody s rushing to the grocery store to get food and we have food that s literally being dumped down the drain  ,Negative,9,Everybody s rushing to the grocery store to get food and we have food that s literally being dumped down the drain,0
39403,84355,Scotland,09-04-2020,Same applies for every communicable disease we have all thus far survived. More scaremongering. Things you touch at the grocery store that could transmit #coronavirus  https://t.co/TC13fRjHzZ,Positive,9,Same applies for every communicable disease we have all thus far survived. More scaremongering. Things you touch at the grocery store that could transmit coronavirus  url,2
39404,84356,Africa,09-04-2020,"South Korean distributors saw their online revenue rise over 34% in February from a year prior due to the COVID-19 outbreak.
https://t.co/xSs7fi9RpL",Neutral,9,"South Korean distributors saw their online revenue rise over 34% in February from a year prior due to the COVID-19 outbreak.
url",1
39405,84357,"Philadelphia, PA",09-04-2020,"I guess he ran out of TP.
It has begun.
#coronavirus #toiletpaper #COVID?19 #COVID https://t.co/an0Qk7nSHR",Neutral,9,"I guess he ran out of TP.
It has begun.
coronavirus toiletpaper COVID?19 COVID url",1
39566,84518,Earth 1,09-04-2020,Coronavirus News Demand for NYC food pantries has doubled during COVID 19 pandemic,Negative,9,Coronavirus News Demand for NYC food pantries has doubled during COVID 19 pandemic,0
39411,84363,"Mumbai, India",09-04-2020,"Demand slumped after supply chains were disrupted in the last twelve days of March, says Godrej Consumer Products.
https://t.co/zvulo2hzue",Negative,9,"Demand slumped after supply chains were disrupted in the last twelve days of March, says Godrej Consumer Products.
url",0
39412,84364,"Mumbai, India",09-04-2020,"Godrej Consumer Products expects revenue from its India operations to decline in the Âhigh teensÂ in quarter ended March. #Q4WithBQ @sharleendsouza 
https://t.co/cj2OnjLnaI",Neutral,9,"Godrej Consumer Products expects revenue from its India operations to decline in the Âhigh teensÂ in quarter ended March. Q4WithBQ  
url",1
39415,84367,"Portland, OR",09-04-2020,Read this great column on Consumerism and the effect of COVID 19 by marketing guru Phil Kotler joemandese,Extremely Positive,9,Read this great column on Consumerism and the effect of COVID 19 by marketing guru Phil Kotler joemandese,2
39434,84386,Boston via South Florida,09-04-2020,This story about keeping up with demand for cheap shelf stable protein dovetails perfectly with the lead in my story in which a couple frantically searches for Teddie while panic buying,Positive,9,This story about keeping up with demand for cheap shelf stable protein dovetails perfectly with the lead in my story in which a couple frantically searches for Teddie while panic buying,2
39416,84368,Los Angeles,09-04-2020,COVID-19 is starting to take a deadly toll on grocery store workers ?@TheWeek?  https://t.co/peuew1aj8a,Neutral,9,COVID-19 is starting to take a deadly toll on grocery store workers ??  url,1
39418,84370,futurebound,09-04-2020,19 in 2 weeks from today :) might go halfsies on a switch with my parents once the whole covid-19 stuff is over and the prices go back down,Neutral,9,19 in 2 weeks from today :) might go halfsies on a switch with my parents once the whole covid-19 stuff is over and the prices go back down,1
39423,84375,"Sioux Falls, SD",09-04-2020,I made my weekly trip to the grocery store. I covered my face for myself and for others. You should do the same. #COVID?19 #coverYourFace #SocialDistancing https://t.co/esAIrwiqIU,Neutral,9,I made my weekly trip to the grocery store. I covered my face for myself and for others. You should do the same. COVID?19 coverYourFace SocialDistancing url,1
39425,84377,Nigeria,09-04-2020,"Online shopping, The Way Out of COVID-19 Restrictions https://t.co/e8qmIW8sTm https://t.co/yJLwxRR0G8",Neutral,9,"Online shopping, The Way Out of COVID-19 Restrictions url url",1
39428,84380,Global,09-04-2020,"Consumer genomics company #23andMe wants to mine its database of millions of customers for clues to why #COVID19 hits some people harder than others.
https://t.co/LaIABMzhup",Neutral,9,"Consumer genomics company 23andMe wants to mine its database of millions of customers for clues to why COVID19 hits some people harder than others.
url",1
39429,84381,"Portland, OR",09-04-2020,During the coronavirus pandemic how is your social media usage changing,Neutral,9,During the coronavirus pandemic how is your social media usage changing,1
39417,84369,"Austin, Texas",09-04-2020,"Interesting insight from business experts predicting how consumers will react post #COVID19 

https://t.co/t4ie3VDiaN",Positive,9,"Interesting insight from business experts predicting how consumers will react post COVID19 

url",2
39479,84431,"Utah, USA",09-04-2020,"Grocery store workers be like...
#coronavirus https://t.co/F2GqLXLjpc",Positive,9,"Grocery store workers be like...
coronavirus url",2
39406,84358,"Birmingham, UK",09-04-2020,Vital stock for supermarkets   will take scenic route this Easter   Find out more here  ,Positive,9,Vital stock for supermarkets   will take scenic route this Easter   Find out more here,2
39486,84438,"Nairobi, Kenya",09-04-2020,"Ironically, the prices increased between 30 and 40 percent and retailers say it is set to rise ÂagainÂ. 
 https://t.co/DefTruI1PfÂ  #SokoNews 

image courtesy https://t.co/QJ0ABO4rUw",Positive,9,"Ironically, the prices increased between 30 and 40 percent and retailers say it is set to rise ÂagainÂ. 
 url  SokoNews 

image courtesy url",2
39523,84475,"Portland, OR",09-04-2020,"You're shopping online? Good.
Now don't forget to SMILE for Child Foundation.
#StayHome #StayHomeSaveLives https://t.co/oYZdlNZGuP",Extremely Positive,9,"You're shopping online? Good.
Now don't forget to SMILE for Child Foundation.
StayHome StayHomeSaveLives url",2
39524,84476,Ireland,09-04-2020,is a very real issue we are hearing this all the time Panic buying is not an option Food bank key for some families during Covid 19 crisis via,Extremely Negative,9,is a very real issue we are hearing this all the time Panic buying is not an option Food bank key for some families during Covid 19 crisis via,0
39528,84480,London,09-04-2020,"360 degree wellness.  

Coming to a store near you. https://t.co/gRJox2pkh1",Positive,9,"360 degree wellness.  

Coming to a store near you. url",2
39529,84481,"Cambridge, UK",09-04-2020,Unconfirmed location South Africa desperate hungry people brake to take food from a local supermarket,Negative,9,Unconfirmed location South Africa desperate hungry people brake to take food from a local supermarket,0
39530,84482,"Winnipeg, MB, Canada",09-04-2020,FCPC CEO Michael Graydon explains how Canada s food and consumer products industry is responding to The road ahead will be challenging but Canadians are in good hands op ed here,Extremely Positive,9,FCPC CEO Michael Graydon explains how Canada s food and consumer products industry is responding to The road ahead will be challenging but Canadians are in good hands op ed here,2
39531,84483,Global Blockchain,09-04-2020,Don't think you need a mask? Watch this. #coronavirus #COVID19 https://t.co/bUANsULLgE,Neutral,9,Don't think you need a mask? Watch this. coronavirus COVID19 url,1
39533,84485,"Washington, DC",09-04-2020,"The Trader Joe's grocery store in D.C.'s U Street corridor is temporarily closed after an employee tested positive for COVID-19, the company announced Wednesday. @WTOP https://t.co/Ak5TvL3puv",Positive,9,"The Trader Joe's grocery store in D.C.'s U Street corridor is temporarily closed after an employee tested positive for COVID-19, the company announced Wednesday.  url",2
39534,84486,Ohio,09-04-2020,Trip to the grocery store or great train robbery We ll let our viewers decide   19,Extremely Positive,9,Trip to the grocery store or great train robbery We ll let our viewers decide   19,2
39539,84491,"Sterling Heights, Michigan USA",09-04-2020,"Score!!! 

#toiletpaper #toiletpapercrisis #covid #covid19 ##coronavirus @ Sterling Heights, Michigan https://t.co/c0utHTC1Mo",Neutral,9,"Score!!! 

toiletpaper toiletpapercrisis covid covid19 coronavirus @ Sterling Heights, Michigan url",1
39548,84500,Texas,09-04-2020,How I plan on going to the grocery store from now on to prevent getting COVID 19,Neutral,9,How I plan on going to the grocery store from now on to prevent getting COVID 19,1
39559,84511,Hunderby,09-04-2020,Our latest COVID 19 Fraud Watch Group update has now been released You can access it here,Negative,9,Our latest COVID 19 Fraud Watch Group update has now been released You can access it here,0
39560,84512,New Zealand,09-04-2020,It s a confusing odd time for the shopping public as stores are closed flights are cancelled and events postponed We had help answer your questions,Negative,9,It s a confusing odd time for the shopping public as stores are closed flights are cancelled and events postponed We had help answer your questions,0
39481,84433,UK,09-04-2020,"Oil Prices Surge with Production Cut Anticipation ?
  #fossilfuel #climatechange #coronavirus https://t.co/nrbqOEChIK",Negative,9,"Oil Prices Surge with Production Cut Anticipation ?
  fossilfuel climatechange coronavirus url",0
39535,84487,Brussels,09-04-2020,Retailers takes initiative to support their consumers during the pandemic   announced it would freeze the prices of 500 products until the end of the period  ,Positive,9,Retailers takes initiative to support their consumers during the pandemic   announced it would freeze the prices of 500 products until the end of the period,2
39521,84473,Mysore  and  BERLIN,09-04-2020,Leading and firm INTL is now pulling together regular trackers on the impact of 19 on spending and the implications for and brands,Neutral,9,Leading and firm INTL is now pulling together regular trackers on the impact of 19 on spending and the implications for and brands,1
39556,84508,"Ohio, USA",09-04-2020,An employee at the grocery store we usually go to tested positive for COVID-19. ?,Positive,9,An employee at the grocery store we usually go to tested positive for COVID-19. ?,2
39516,84468,SÃ£o Paulo,09-04-2020,Shoppers will return But they re living through a pandemic that will change them maybe forever,Neutral,9,Shoppers will return But they re living through a pandemic that will change them maybe forever,1
39519,84471,Delaware,09-04-2020,20 seconds Soap and water Or hand sanitizer Wash your hands and prevent community spread of,Positive,9,20 seconds Soap and water Or hand sanitizer Wash your hands and prevent community spread of,2
39488,84440,Los Angeles,09-04-2020,"?? RT @cammcwhirter: #Farmers Dump Milk, Break Eggs as #Coronavirus Destroys Demand https://t.co/d4Nvn6YPZf via @WSJ",Extremely Negative,9,"?? RT : Farmers Dump Milk, Break Eggs as Coronavirus Destroys Demand url via",0
39487,84439,"Raleigh, NC",09-04-2020,How will the market s buzziest direct to consumer brands fair in light of COVID 19,Positive,9,How will the market s buzziest direct to consumer brands fair in light of COVID 19,2
39490,84442,"Lansing, MI",09-04-2020,This storefront operator sold a two pack of hand sanitizer for 89 plus shipping The same product typically sells for 8 85 at other online retailers,Positive,9,This storefront operator sold a two pack of hand sanitizer for 89 plus shipping The same product typically sells for 8 85 at other online retailers,2
39492,84444,New York,09-04-2020,"Strategy Analytics: COVID-19 Drives Recession Damaging Automotive, Consumer Electronics and Semiconductors Globally https://t.co/u7NV4ozxBc #automotive #cars",Extremely Negative,9,"Strategy Analytics: COVID-19 Drives Recession Damaging Automotive, Consumer Electronics and Semiconductors Globally url automotive cars",0
39493,84445,"Chicago, IL",09-04-2020,??Casa Central is receiving donations of unused homemade #masks and #hand #sanitizer??Please watch video below. #Covid19 #donations #coronavirus https://t.co/abpbREoZfK,Positive,9,??Casa Central is receiving donations of unused homemade masks and hand sanitizer??Please watch video below. Covid19 donations coronavirus url,2
39495,84447,Fluffland,09-04-2020,Corona times no2 See more on my fb page,Neutral,9,Corona times no2 See more on my fb page,1
39489,84441,"Calcoed, Wales",09-04-2020,"Please appreciate your supermarket delivery drivers, as well as all the other amazing people who are helping us self isolate and stay safe #thankyou #deliverydrivers #StayHomeSaveLives #heroes",Extremely Positive,9,"Please appreciate your supermarket delivery drivers, as well as all the other amazing people who are helping us self isolate and stay safe thankyou deliverydrivers StayHomeSaveLives heroes",2
39501,84453,"Guelph, Ontario",09-04-2020,@jgreig .@OntarioFarms has created a resource to support farmers and farm businesses in adapting and growing their direct to consumer sales during COVID-19 and beyond: https://t.co/lI6RypK7C8,Extremely Positive,9,. has created a resource to support farmers and farm businesses in adapting and growing their direct to consumer sales during COVID-19 and beyond: url,2
39504,84456,"Upper East, Ghana",09-04-2020,You can support various small businesses by shopping online and still practicing There are some sweet deals available right now too and ships same day Stay safe,Extremely Positive,9,You can support various small businesses by shopping online and still practicing There are some sweet deals available right now too and ships same day Stay safe,2
39505,84457,Ireland,09-04-2020,"Information Note on Implications of COVID-19 on the Consumer Price Index
https://t.co/S2VkYaGw35 https://t.co/axBjVeXane",Neutral,9,"Information Note on Implications of COVID-19 on the Consumer Price Index
url url",1
39507,84459,"Boston, MA",09-04-2020,CMB is committed to sharing results from our ongoing consumer sentiment research. Read our latest takeaways: https://t.co/yu0JDedSd1 https://t.co/clf8ZZP5oA,Positive,9,CMB is committed to sharing results from our ongoing consumer sentiment research. Read our latest takeaways: url url,2
39497,84449,"Raleigh, NC",09-04-2020,"@missprisslexy @Target You know, even though I was dreading it all day because #SocialDistancing, it felt good to go somewhere besides the grocery store LOL.",Positive,9,"You know, even though I was dreading it all day because SocialDistancing, it felt good to go somewhere besides the grocery store LOL.",2
39515,84467,"Alamo,  USA ",09-04-2020,The FDA is thwarting distilleries trying to make hand sanitizer amid pandemic   ICYMI via,Positive,9,The FDA is thwarting distilleries trying to make hand sanitizer amid pandemic   ICYMI via,2
40721,85673,"Carmel, Indiana",10-04-2020,"https://t.co/ULc3gA0BV6

Scammers are using COVID-19 messages to scam people https://t.co/9HlM6SChXC",Negative,10,"url

Scammers are using COVID-19 messages to scam people url",0
40723,85675,"Atlanta, GA",10-04-2020,When someone gets a little too close in the supermarket. #6feetapart #socialdistancing #wnba https://t.co/Ju8qmVzyyx,Neutral,10,When someone gets a little too close in the supermarket. 6feetapart socialdistancing wnba url,1
40724,85676,Wishes Resort Daytona Beach FL,10-04-2020,The new ribbon coming soon to bumpers everywhere  ,Neutral,10,The new ribbon coming soon to bumpers everywhere,1
40726,85678,???? / United Kingdom,10-04-2020,Standing in atleast 300m long queue to get into a supermarket. #asda  #SocialDistancing,Neutral,10,Standing in atleast 300m long queue to get into a supermarket. asda  SocialDistancing,1
40737,85689,"Spotsylvania Courthouse, VA",10-04-2020,Remember the Coastal Community Church food pantry pleading for donations Not even 5 minutes in and people are already coming in You can still donate until 8 pm,Neutral,10,Remember the Coastal Community Church food pantry pleading for donations Not even 5 minutes in and people are already coming in You can still donate until 8 pm,1
40735,85687,London,10-04-2020,You can download week 3 here https://t.co/PP4xDzUXXm,Neutral,10,You can download week 3 here url,1
40736,85688,"Phoenix, AZ",10-04-2020,Bragging about increasing gas prices during record unemployment is peak @realDonaldTrump. #TrumpPressBriefing #TrumpVirus #coronavirus,Negative,10,Bragging about increasing gas prices during record unemployment is peak . TrumpPressBriefing TrumpVirus coronavirus,0
40742,85694,"Campbell, Calif.",10-04-2020,With the COVID-19 pandemic consumer buying has quickly shifted from physical to online https://t.co/75y8Y1oYDG  Retailers need to quickly ramp up #ecommerce applications #COVID19 #coronavirus #AppSec,Neutral,10,With the COVID-19 pandemic consumer buying has quickly shifted from physical to online url  Retailers need to quickly ramp up ecommerce applications COVID19 coronavirus AppSec,1
40743,85695,"Calgary, Alberta",10-04-2020,3 ways businesses can appropriately engage audiences today The key takeaway It s about giving back amp remaining consumer centric,Positive,10,3 ways businesses can appropriately engage audiences today The key takeaway It s about giving back amp remaining consumer centric,2
40744,85696,Washington D.C,10-04-2020,"Will this drastic change in consumer behavior stabilize once we flatten the curve, or is this our new normal? #PostCovid19  https://t.co/HtpqEPk04c",Neutral,10,"Will this drastic change in consumer behavior stabilize once we flatten the curve, or is this our new normal? PostCovid19  url",1
40748,85700,"Bloomfield, IN",10-04-2020,Help us support local food pantries Here s how to donate to our Pack the Pantries drive,Extremely Positive,10,Help us support local food pantries Here s how to donate to our Pack the Pantries drive,2
40734,85686,"Holborn, London",10-04-2020,Download our free report to find out the British public are spending their time whilst on #lockdown https://t.co/mHRVdhmW6P https://t.co/SH1ynJWcyW,Positive,10,Download our free report to find out the British public are spending their time whilst on lockdown url url,2
40720,85672,United States,10-04-2020,"https://t.co/b9VEScKzqS
Food Banks Around the World Surge to Meet Demand as COVID-19 Leaves Communities Reeling
https://t.co/8JpUem4Tco",Negative,10,"url
Food Banks Around the World Surge to Meet Demand as COVID-19 Leaves Communities Reeling
url",0
40703,85655,"Indiana, USA",10-04-2020,I Survived The Toilet Paper Shortage 2020,Positive,10,I Survived The Toilet Paper Shortage 2020,2
40716,85668,"Mumbai, India",10-04-2020,"@ssupnow 1.Sanitizer
2.Italy 
3.Wuhan 
4. Grocery 
#coronavirus #covid19 #contest #alert #GiveawayAlert #competition #puzzle
Join in
@manisharawal45 
@TabuPatel123 
@Sonu14255869",Positive,10,"1.Sanitizer
2.Italy 
3.Wuhan 
4. Grocery 
coronavirus covid19 contest alert GiveawayAlert competition puzzle
Join in",2
40689,85641,"Caracas, Venezuela ",10-04-2020,People in Poland can now buy face masks gloves and sanitizer at vending machines in Warsaw and Krakow There are currently 7 and more are on the way to slow the spread of the,Neutral,10,People in Poland can now buy face masks gloves and sanitizer at vending machines in Warsaw and Krakow There are currently 7 and more are on the way to slow the spread of the,1
40688,85640,United States,10-04-2020,More small businesses hurt Farmers Dump Milk Break Eggs as Restaurant Closings Destroy Demand WSJ,Extremely Negative,10,More small businesses hurt Farmers Dump Milk Break Eggs as Restaurant Closings Destroy Demand WSJ,0
40692,85644,France,10-04-2020,"COVID-19 pandemic has wide-reaching implications for consumer, SMB &amp; banks. List of steps they can take now to shape operations long into the future #McKinsey https://t.co/WPVtW73ruY",Positive,10,"COVID-19 pandemic has wide-reaching implications for consumer, SMB &amp; banks. List of steps they can take now to shape operations long into the future McKinsey url",2
40694,85646,"Madrid, Spain",10-04-2020,"@AlphabetÂs nascent #drone #delivery service is booming 

https://t.co/tP6OWVDQvF via @Verge",Neutral,10,"s nascent drone delivery service is booming 

url via",1
40695,85647,"London, England",10-04-2020,#ChinaÂs US$1 trillion loan bubble is bursting as #consumers flinch https://t.co/FvtoXwfCL3 via @scmpnews #economy #economicimpact #debt #finance #coronavirus #COVID19 #CoronaVirusUpdates,Neutral,10,ChinaÂs US$1 trillion loan bubble is bursting as consumers flinch url via  economy economicimpact debt finance coronavirus COVID19 CoronaVirusUpdates,1
40696,85648,USA,10-04-2020,Canary in the Coal Mine COVID 19 Said to Be Having Severe Impact on Consumer Credit Markets as Online Lending Sinks,Neutral,10,Canary in the Coal Mine COVID 19 Said to Be Having Severe Impact on Consumer Credit Markets as Online Lending Sinks,1
40698,85650,"Uttoxeter, England",10-04-2020,"If this is true then surely protective face masks for households would of been better than a government letter sent in the post .#StayHomeSaveLives 
 https://t.co/ffYV7lNeRK",Extremely Positive,10,"If this is true then surely protective face masks for households would of been better than a government letter sent in the post .StayHomeSaveLives 
 url",2
40699,85651,New York & New Jersey,10-04-2020,Bergenfield Ramps Up Efforts to Stock Community Food Banks During COVID-19 PandemicÂ  - https://t.co/fzQklLR23G,Neutral,10,Bergenfield Ramps Up Efforts to Stock Community Food Banks During COVID-19 PandemicÂ  - url,1
40700,85652,"Indianapolis, IN",10-04-2020,We have about an hour left in our Pack the Pantries food drive You can give here In 14 5 hours so far we ve raised almost 145 000 That s insane Thank you Hoosiers,Negative,10,We have about an hour left in our Pack the Pantries food drive You can give here In 14 5 hours so far we ve raised almost 145 000 That s insane Thank you Hoosiers,0
40708,85660,"Chicago, IL",10-04-2020,"Who knew that getting Âdressed upÂ...aka cords, a sweater, cute boots and a tiiiiny bit of makeup...to head to the grocery store would be the highlight of my week? ?????? #socialdistancing #covid19",Extremely Positive,10,"Who knew that getting Âdressed upÂ...aka cords, a sweater, cute boots and a tiiiiny bit of makeup...to head to the grocery store would be the highlight of my week? ?????? socialdistancing covid19",2
40713,85665,Staten Island New York,10-04-2020,The people hoarded all the toilet paper so they can make videos of cats jumping over levels of the tp. Oh I see.  #cats #toiletpaper #lol #coronavirus #quarantine,Neutral,10,The people hoarded all the toilet paper so they can make videos of cats jumping over levels of the tp. Oh I see.  cats toiletpaper lol coronavirus quarantine,1
40714,85666,"Ogba, Lagos",10-04-2020,"Online Shopping, The Way Out of COVID-19 Restrictions https://t.co/UGiVIGGQZj",Neutral,10,"Online Shopping, The Way Out of COVID-19 Restrictions url",1
40750,85702,"Detroit, MI",10-04-2020,"Just saw someone at the grocery store lick their finger to open a produce bag.  Don't worry, she put her mask back on after.

#COVID?19 #coronavirus #CoronavirusOutbreak #COVID2019",Negative,10,"Just saw someone at the grocery store lick their finger to open a produce bag.  Don't worry, she put her mask back on after.

COVID?19 coronavirus CoronavirusOutbreak COVID2019",0
40779,85731,"Austin, TX",10-04-2020,Consumers are searching differently during COVID-19 to reflect their new behaviors. Details from @thinkwithgoogle: https://t.co/As5Ih1Fm5y,Neutral,10,Consumers are searching differently during COVID-19 to reflect their new behaviors. Details from : url,1
40789,85741,"Pennsylvania, USA",10-04-2020,"@realDonaldTrump Can the Stock Market kill COVID-19 or put food on my table? No, so STFU!",Extremely Negative,10,"Can the Stock Market kill COVID-19 or put food on my table? No, so STFU!",0
40790,85742,"Portland, Maine",10-04-2020,WATCH: The White House Coronavirus Task Force gives an update on the COVID-19 outbreak. &gt;https://t.co/oFyW6atJqa https://t.co/xGlsQngzx3,Positive,10,WATCH: The White House Coronavirus Task Force gives an update on the COVID-19 outbreak. &gt;url url,2
40791,85743,"Albany, New York",10-04-2020,LIVE: President Trump and the Coronavirus Task Force with an update on the COVID-19 pandemic. https://t.co/AMEzqXWC9T,Neutral,10,LIVE: President Trump and the Coronavirus Task Force with an update on the COVID-19 pandemic. url,1
40794,85746,INDIA,10-04-2020,1 Sanitizer 2 Italy 3 Wuhan 4 Grocery Join for this amazing contest vishal,Extremely Positive,10,1 Sanitizer 2 Italy 3 Wuhan 4 Grocery Join for this amazing contest vishal,2
40795,85747,USA,10-04-2020,This week Turner thanked local businessman for donating to the City of Read more here,Positive,10,This week Turner thanked local businessman for donating to the City of Read more here,2
40796,85748,"Jackson, MS",10-04-2020,Every franchise should have a COVID-19 discount when you order things from online shopping. Emphasis on Âevery franchiseÂ Thanks for tuning in.,Positive,10,Every franchise should have a COVID-19 discount when you order things from online shopping. Emphasis on Âevery franchiseÂ Thanks for tuning in.,2
40786,85738,"Lagos - Abuja, Nigeria",10-04-2020,"World food prices drop as Covid-19 slows demand 

#coronavirus 

https://t.co/YTj7h8bNJB",Negative,10,"World food prices drop as Covid-19 slows demand 

coronavirus 

url",0
40797,85749,"Colorado, USA",10-04-2020,Tesco says U.K. supply chain critical in Covid-19 - https://t.co/6sSxzOCPjx https://t.co/SCyLjwgLZg,Negative,10,Tesco says U.K. supply chain critical in Covid-19 - url url,0
40801,85753,Singapore,10-04-2020,How COVID-19 affected US consumer prices in March https://t.co/EPFg6eLRAB https://t.co/w4dJUMpdqz,Negative,10,How COVID-19 affected US consumer prices in March url url,0
40808,85760,"Ottawa, Canada",10-04-2020,The consumer #economy in #NorthAmerica and in #Europe is expected to shrink and contract after the passing of #COVID2019  pandemic.,Neutral,10,The consumer economy in NorthAmerica and in Europe is expected to shrink and contract after the passing of COVID2019  pandemic.,1
40811,85763,Jamaica- Trinidad &Tobago,10-04-2020,AG MORRISEY'S OFFICE  has received around 600 calls related to price #gouging of consumer products. https://t.co/xTXKLM6SmX,Neutral,10,AG MORRISEY'S OFFICE  has received around 600 calls related to price gouging of consumer products. url,1
40812,85764,"Stockholm, Sverige",10-04-2020,The consumer is changing because of the pandemic. Watch the replay of our recent consumer webinar to learn more. #futureconsumernow #consumer #retail #coronavirus https://t.co/Qw1RIfsnqb,Neutral,10,The consumer is changing because of the pandemic. Watch the replay of our recent consumer webinar to learn more. futureconsumernow consumer retail coronavirus url,1
40685,85637,Bangalore,10-04-2020,A personal Point of View Consumer Behaviour Post COVID 19 Lockdown,Neutral,10,A personal Point of View Consumer Behaviour Post COVID 19 Lockdown,1
40798,85750,"New York, NY",10-04-2020,"Wait - people actually think 5G cellular networks are causing COVID-19? 

How did we get from 5G consumer networks are affecting emergency channels to 5G is creating viruses?",Negative,10,"Wait - people actually think 5G cellular networks are causing COVID-19? 

How did we get from 5G consumer networks are affecting emergency channels to 5G is creating viruses?",0
40785,85737,"Orlando, FL",10-04-2020,On Wednesday Jerry Demings called on local manufacturers to help our community by making PPE and hand sanitizer If your company can help here s what you need to know,Extremely Positive,10,On Wednesday Jerry Demings called on local manufacturers to help our community by making PPE and hand sanitizer If your company can help here s what you need to know,2
40782,85734,"Tucson, AZ",10-04-2020,Where is all the #toiletpaper? @KOLDNews #coronavirus https://t.co/pwSJLO116F,Neutral,10,Where is all the toiletpaper?  coronavirus url,1
40781,85733,Ft lauderdale,10-04-2020,Maaan tell em stop playing?????? #coronavirus #whiskey #sanitizer #haitian https://t.co/D2lXSR2NlI,Negative,10,Maaan tell em stop playing?????? coronavirus whiskey sanitizer haitian url,0
40757,85709,"Leicester, UK",10-04-2020,"Forget sunbathing, people are treating a weekly shop to the supermarket as a day out with the kids. FFS it doesnÂt need 4 of you to go shopping! #StayHomeSaveLives",Extremely Negative,10,"Forget sunbathing, people are treating a weekly shop to the supermarket as a day out with the kids. FFS it doesnÂt need 4 of you to go shopping! StayHomeSaveLives",0
40758,85710,Springfield Illinois USA,10-04-2020,"IllinoisÂ economic recovery after COVID-19 recession depends on government, consumer sentiment, experts say https://t.co/IjftpP1Jvm via @thecentersquare",Negative,10,"IllinoisÂ economic recovery after COVID-19 recession depends on government, consumer sentiment, experts say url via",0
40759,85711,"Minneapolis, MN",10-04-2020,Food Industry Shifts Under Surge in Online Demand increased demand for industrial cold storage space via,Neutral,10,Food Industry Shifts Under Surge in Online Demand increased demand for industrial cold storage space via,1
40760,85712,"Detroit, MI",10-04-2020,The dramatic job losses and layoffs due to the coronavirus COVID 19 crisis have many people wondering about their financial future,Extremely Negative,10,The dramatic job losses and layoffs due to the coronavirus COVID 19 crisis have many people wondering about their financial future,0
40761,85713,Waterford MI,10-04-2020,We ve launched a new resource page to help businesses navigate the impacts of COVID 19 Gain insights from webinars blogs and more as you adapt to changing consumer needs,Extremely Positive,10,We ve launched a new resource page to help businesses navigate the impacts of COVID 19 Gain insights from webinars blogs and more as you adapt to changing consumer needs,2
40764,85716,"Mumbai, India",10-04-2020,"#Coronavirus Impact | Godrej Consumer expects a Âlow double-digit salesÂ decline in the performance of its distributors, implying their stock levels are depleting.
https://t.co/ceMjIJgtBi",Negative,10,"Coronavirus Impact | Godrej Consumer expects a Âlow double-digit salesÂ decline in the performance of its distributors, implying their stock levels are depleting.
url",0
40765,85717,London,10-04-2020,"Ideally, everyone needs to be carrying a bottle of hand sanitiser on them at all times. #coronavirus #coronacrisis 
https://t.co/ozenIAsfEO",Extremely Positive,10,"Ideally, everyone needs to be carrying a bottle of hand sanitiser on them at all times. coronavirus coronacrisis 
url",2
40767,85719,"Salt Lake City, UT",10-04-2020,"A #COVID19 #coronavirus aerosol simulation: If this isnÂt an advertisement for online grocery shopping, I donÂt know what is: https://t.co/yNrZTNoUHq",Neutral,10,"A COVID19 coronavirus aerosol simulation: If this isnÂt an advertisement for online grocery shopping, I donÂt know what is: url",1
40771,85723,901 TN??KS 316,10-04-2020,Why have I been online shopping to only look at the shoes and clothes @seanjohn suits @Nike @Iam1Cent @kobebryant shoes in my closet? #COVID__19 #SocialDistanacing,Neutral,10,Why have I been online shopping to only look at the shoes and clothes  suits    shoes in my closet? COVID__19 SocialDistanacing,1
40772,85724,"Florida, USA",10-04-2020,As parents and children experience COVID 19 they re facing similar anxieties and finding some silver linings Learn more from the new  Parenting through the Pandemic  study from Consumer Research team,Negative,10,As parents and children experience COVID 19 they re facing similar anxieties and finding some silver linings Learn more from the new  Parenting through the Pandemic  study from Consumer Research team,0
40773,85725,Seattle,10-04-2020,"COVID-19 impact on the mobile subscriptions and revenue market. @OmdiaHQ's David Tett looks at the supply chain shutdowns/restarts, auction delays, and consumer demand. https://t.co/gKHaco7Zz6",Negative,10,"COVID-19 impact on the mobile subscriptions and revenue market. 's David Tett looks at the supply chain shutdowns/restarts, auction delays, and consumer demand. url",0
40775,85727,"Portland, OR",10-04-2020,How will the COVID-19 crisis change consumer dining behavior? https://t.co/dCCDVFq5ps,Extremely Negative,10,How will the COVID-19 crisis change consumer dining behavior? url,0
